Nombre_Arriendo,Precio ($),Gastos_Comunes ($),Comuna,Direccion,Metros (m²),Habitaciones,Baños
"Estación Central, Francisco Zelada",250000,40000,Estación Central,Francisco Zelada,34,1,1
"Estación Central, Nicasio Retamales",250000,68000,Estación Central,Nicasio Retamales,36,1,1
"Cerrillos, Martín de Solier",238000,70000,Cerrillos,Martín de Solier,32,1,1
"Santiago, Santo Domingo",230000,80000,Santiago,Santo Domingo,37,1,1
"Ñuñoa, Zañartu",390000,80000,Ñuñoa,Zañartu,36,1,1
"Cerrillos, Martín de Solier",165000,50000,Cerrillos,Martín de Solier,34,1,1
"Quinta Normal, Avenida Mapocho",260000,30000,Quinta Normal,Avenida Mapocho,22,1,1
"Recoleta, Maestra Lidia Torres",480000,120000,Recoleta,Maestra Lidia Torres,58,2,2
"Ñuñoa, Avenida Vicuña Mackenna",420000,80000,Ñuñoa,Avenida Vicuña Mackenna,40,1,1
"Maipú, Avenida Los Pajaritos",320000,90000,Maipú,Avenida Los Pajaritos,68,3,2
"Santiago, Carmen",420000,70000,Santiago,Carmen,35,1,1
"Santiago, Avenida Santa Rosa",440000,120000,Santiago,Avenida Santa Rosa,51,2,2
"Cerrillos, Martín de Solier",150000,60000,Cerrillos,Martín de Solier,33,1,1
"Santiago, Departamento 2 habitaciones y estacionamiento (114661)",330000,50000,Santiago,Departamento 2 habitaciones y estacionamiento (114661),45,2,1
"Santiago, Depto estudio arturo prat/victoria (114688)",220000,90000,Santiago,Depto estudio arturo prat/victoria (114688),20,1,1
"La Florida, Av. La Florida 9423",600000,70000,La Florida,Av. La Florida 9423,62,2,2
"San Miguel, Varas mena",375000,65000,San Miguel,Varas mena,49,2,1
"Estación Central, Avenida Víctor Jara",225000,80000,Estación Central,Avenida Víctor Jara,29,1,1
"Macul, Quilin 3500",490000,140000,Macul,Quilin 3500,60,2,2
"Recoleta, La virgen",650000,70000,Recoleta,La virgen,47,2,2
"San Miguel, Metro Departamental y Ciudad del Niño",310000,40000,San Miguel,Metro Departamental y Ciudad del Niño,35,1,1
"Santiago, San Isidro 234",400000,110000,Santiago,San Isidro 234,44,2,1
"Estación Central, Constantino",340000,90000,Estación Central,Constantino,44,2,1
"Santiago, Republica",290000,750000,Santiago,Republica,36,1,1
"Estación Central, Coronel Godoy",290000,60000,Estación Central,Coronel Godoy,32,1,1
"La Cisterna, Fuenzalida Urrejola",360000,80000,La Cisterna,Fuenzalida Urrejola,45,2,1
"Quinta Normal, Semi Amoblado 1D 1B Metro Gruta Lourdes (114644)",310000,60000,Quinta Normal,Semi Amoblado 1D 1B Metro Gruta Lourdes (114644),37,1,1
"La Cisterna, Briones Luco",440000,80000,La Cisterna,Briones Luco,47,2,2
"Ñuñoa, Zañartu",440000,50000,Ñuñoa,Zañartu,36,1,1
"Santiago, Condor con Nataniel Cox",250000,800000,Santiago,Condor con Nataniel Cox,31,1,1
"Santiago, Amunátegui 890",450000,70000,Santiago,Amunátegui 890,64,2,2
"Macul, Avenida Escuela Agrícola",550000,120000,Macul,Avenida Escuela Agrícola,47,2,1
"Santiago, Avenida Rondizzoni",300000,50000,Santiago,Avenida Rondizzoni,35,1,1
"Estación Central, Santa Petronila",200000,40000,Estación Central,Santa Petronila,33,1,1
"Ñuñoa, Zañartu",385000,60000,Ñuñoa,Zañartu,36,1,1
"Santiago, Metro República",270000,60000,Santiago,Metro República,30,1,1
"La Florida, Estación linea 4 metro rojas magallanes",500000,110000,La Florida,Estación linea 4 metro rojas magallanes,49,2,2
"Macul, Santa cristina con av. Macul",600000,140000,Macul,Santa cristina con av. Macul,60,2,2
"Santiago, Santiago centro",290000,100000,Santiago,Santiago centro,40,1,1
"Providencia, En Arriendo Depto Mariposa 2D2B - M. Montt (110836)",814000,165000,Providencia,En Arriendo Depto Mariposa 2D2B - M. Montt (110836),61,2,2
"Santiago, San Martín / gral. Mackennna",300000,67000,Santiago,San Martín / gral. Mackennna,34,1,1
"Santiago, Acogedor y luminoso arriendo metro uc (113577)",310000,90000,Santiago,Acogedor y luminoso arriendo metro uc (113577),40,1,1
"La Florida, Metro bella vista la florida",530000,80000,La Florida,Metro bella vista la florida,55,2,2
"La Cisterna, A Pasos del Metro (114016)",350000,80000,La Cisterna,A Pasos del Metro (114016),35,1,1
"Santiago, Santiago centro",290000,100000,Santiago,Santiago centro,40,1,1
"Providencia, En Arriendo Depto Mariposa 2D2B - M. Montt (110836)",814000,165000,Providencia,En Arriendo Depto Mariposa 2D2B - M. Montt (110836),61,2,2
"Santiago, San Martín / gral. Mackennna",300000,67000,Santiago,San Martín / gral. Mackennna,34,1,1
"Santiago, Acogedor y luminoso arriendo metro uc (113577)",310000,90000,Santiago,Acogedor y luminoso arriendo metro uc (113577),40,1,1
"La Florida, Metro bella vista la florida",530000,80000,La Florida,Metro bella vista la florida,55,2,2
"La Cisterna, A Pasos del Metro (114016)",350000,80000,La Cisterna,A Pasos del Metro (114016),35,1,1
"Macul, Benito Rebolledo",520000,74000,Macul,Benito Rebolledo,65,3,2
"Recoleta, Piso 17 (114044)",350000,65000,Recoleta,Piso 17 (114044),33,1,1
"Estación Central, Cercano estación metro las rejas l1",320000,80000,Estación Central,Cercano estación metro las rejas l1,46,2,1
"Estación Central, Cercano estación metro las rejas l1",320000,80000,Estación Central,Cercano estación metro las rejas l1,46,2,1
"Ñuñoa, A estrenar depto en ñuñoa (113981)",400000,80000,Ñuñoa,A estrenar depto en ñuñoa (113981),35,1,1
"Santiago, Depto, 1d/1b, edificio plaza marcoleta 462, santiago",320000,60000,Santiago,"Depto, 1d/1b, edificio plaza marcoleta 462, santiago",32,1,1
"Santiago, Departamento en Arriendo, Nataniel Cox 135, Metro Moneda",270000,65000,Santiago,"Departamento en Arriendo, Nataniel Cox 135, Metro Moneda",28,1,1
"Macul, Av. Américo Vespucio, Cercano a estación del metro las torres, Macul.",340000,80000,Macul,"Av. Américo Vespucio, Cercano a estación del metro las torres, Macul.",34,1,1
"San Miguel, Santa Rosa cerca Departamental",650000,120000,San Miguel,Santa Rosa cerca Departamental,83,3,2
"Santiago, Depto duplex de 46m2 +terraza 22 m2, bodega (113723)",360000,120000,Santiago,"Depto duplex de 46m2 +terraza 22 m2, bodega (113723)",46,1,1
"Santiago, Santiago Centro - Muy luminoso e impecable (113841)",340000,50000,Santiago,Santiago Centro - Muy luminoso e impecable (113841),48,2,1
"Santiago, Nuevo Depto 1D1B - M. Ñuble  (113816)",390000,100000,Santiago,Nuevo Depto 1D1B - M. Ñuble  (113816),38,1,1
"Estación Central, Arriendo,Arriero Estay 3877, Estación Central (113728)",280000,75000,Estación Central,"Arriendo,Arriero Estay 3877, Estación Central (113728)",50,2,1
"Ñuñoa, Arriendo depto 3 dormitorios 2 baños (113503)",1100,128000,Ñuñoa,Arriendo depto 3 dormitorios 2 baños (113503),81,3,2
"Santiago, Arriendo san isidro 292- 1 hab-1baño (76827)",350000,70000,Santiago,Arriendo san isidro 292- 1 hab-1baño (76827),33,1,1
"Macul, Avenida macul 2278, macul",550000,100000,Macul,"Avenida macul 2278, macul",60,2,2
"Santiago, Metro irarrazaval",530000,120000,Santiago,Metro irarrazaval,54,2,2
"Santiago, Metro santa isabel",350000,65000,Santiago,Metro santa isabel,38,1,1
"Santiago, Santa isabel 361",470000,70000,Santiago,Santa isabel 361,55,2,2
"Quinta Normal, Pedro leo ugalde / catedral",300000,65000,Quinta Normal,Pedro leo ugalde / catedral,60,3,1
"Santiago, Mac iver con alameda",360000,48000,Santiago,Mac iver con alameda,30,1,1
"Santiago, Rosas 2599",320000,65000,Santiago,Rosas 2599,40,1,1
"Santiago, Avenida Beauchef",300000,70000,Santiago,Avenida Beauchef,60,2,1
"Santiago, lira 570",500000,100000,Santiago,lira 570,57,2,2
"Macul, Vicuña Mackenna 3756",360000,100000,Macul,Vicuña Mackenna 3756,47,1,1
"Santiago, Se arrienda depto amoblado",320000,60000,Santiago,Se arrienda depto amoblado,49,1,1
"Santiago, Domeyko 1999",350000,40000,Santiago,Domeyko 1999,41,1,1
"Santiago, Nuevo Departamento 1D1B Santiago Centro codkt (113205)",290000,65000,Santiago,Nuevo Departamento 1D1B Santiago Centro codkt (113205),38,1,1
"Maipú, Depto. en arriendo 2d+1b con estacionamiento  (113016)",410000,45000,Maipú,Depto. en arriendo 2d+1b con estacionamiento  (113016),50,2,1
"Pudahuel, Departamento en arriendo 3 d+1 b Pudahuel  (113010)",430000,60000,Pudahuel,Departamento en arriendo 3 d+1 b Pudahuel  (113010),50,3,1
"Santiago, Barrio republica",300000,60000,Santiago,Barrio republica,32,1,1
"Peñalolén, Acogedor depto primer piso con patio 3 3d 2 b (113372)",600000,90000,Peñalolén,Acogedor depto primer piso con patio 3 3d 2 b (113372),66,3,2
"Peñalolén, Acogedor y luminoso y moderno depto 3 d 2 b (113371)",615000,90000,Peñalolén,Acogedor y luminoso y moderno depto 3 d 2 b (113371),60,3,2
"Peñalolén, Acogedor y luminoso y moderno depto 3 d 2 b (113370)",580000,90000,Peñalolén,Acogedor y luminoso y moderno depto 3 d 2 b (113370),60,3,2
"Santiago, Amplio Cumming, 2d 2b Vistas (113187)",380000,112000,Santiago,"Amplio Cumming, 2d 2b Vistas (113187)",74,2,2
"Estación Central, Se arrienda dpto 1 ambiente coronel souper  (113021)",190000,44000,Estación Central,Se arrienda dpto 1 ambiente coronel souper  (113021),20,1,1
"La Florida, Llanquihue 6290",530000,90000,La Florida,Llanquihue 6290,57,2,2
"San Miguel, Arriendo departamento san miguel con lindo balcon",410000,90000,San Miguel,Arriendo departamento san miguel con lindo balcon,41,2,1
"Estación Central, Padre Hurtado",296000,65000,Estación Central,Padre Hurtado,49,2,1
"Quinta Normal, Coronel Robles. Metro Gruta de Lourdes (94532)",373000,65000,Quinta Normal,Coronel Robles. Metro Gruta de Lourdes (94532),48,2,1
"Santiago, San diego",300000,50000,Santiago,San diego,50,2,1
"La Florida, Avenida Vicuña Mackenna Poniente",400000,65000,La Florida,Avenida Vicuña Mackenna Poniente,37,1,1
"Santiago, Jose miguel carrera 277",320000,90000,Santiago,Jose miguel carrera 277,35,1,1
"Santiago, General Bulnes metro Cumming",265000,65000,Santiago,General Bulnes metro Cumming,37,1,1
"Renca, La mejor oportunidad de arriendo en la comuna de renca",350000,70000,Renca,La mejor oportunidad de arriendo en la comuna de renca,39,2,1
"Santiago, Beaucheff / Club Hipico",600000,30000,Santiago,Beaucheff / Club Hipico,71,3,2
"Santiago, Catedral / Manuel Rodríguez",320000,70000,Santiago,Catedral / Manuel Rodríguez,36,1,1
"Santiago, Sargento Aldea",280000,70000,Santiago,Sargento Aldea,52,2,2
"Independencia, Gamero",300000,80000,Independencia,Gamero,32,1,1
"Ñuñoa, Zañartu",500000,95000,Ñuñoa,Zañartu,37,1,1
"Padre Hurtado, el manzano sur",380000,50000,Padre Hurtado,el manzano sur,56,3,1
"La Florida, Llanuihue 6290",490000,85000,La Florida,Llanuihue 6290,57,2,2
"Quinta Normal, Avenida Mapocho",450000,130000,Quinta Normal,Avenida Mapocho,45,3,1
"Recoleta, La virgen",650000,90000,Recoleta,La virgen,50,2,2
"Santiago, Avenida Manuel Antonio Matta",360000,100000,Santiago,Avenida Manuel Antonio Matta,45,2,1
"Estación Central, Coronel Souper",350000,70000,Estación Central,Coronel Souper,42,2,1
"Santiago, Arriendo Depto. 1D1B San Isidro/Marin (112866)",290000,55000,Santiago,Arriendo Depto. 1D1B San Isidro/Marin (112866),33,1,1
"Santiago, Lira",360000,80000,Santiago,Lira,38,2,1
"La Cisterna, Arriendo depto. Calle madame bolland (99122)",450000,100000,La Cisterna,Arriendo depto. Calle madame bolland (99122),58,2,1
"San Miguel, Frankfort",480000,120000,San Miguel,Frankfort,74,3,2
"Santiago, Amplio depto cercano a metro lo vial",500000,120000,Santiago,Amplio depto cercano a metro lo vial,81,2,2
"Santiago, Se arrienda depto 1d 1b con terraza independencia",260000,50000,Santiago,Se arrienda depto 1d 1b con terraza independencia,33,1,1
"La Florida, Metro bellavista de la florida",450000,90000,La Florida,Metro bellavista de la florida,52,2,2
"Santiago, Excelente depto en barrio argomedo, santa isabel",450000,130000,Santiago,"Excelente depto en barrio argomedo, santa isabel",45,2,2
"La Cisterna, Arrienda departamento 1d+1b a pasos metro la cisterna",290000,77000,La Cisterna,Arrienda departamento 1d+1b a pasos metro la cisterna,36,1,1
"Estación Central, Ecuador /Las Rejas",320000,45000,Estación Central,Ecuador /Las Rejas,43,2,2
"La Cisterna, Arrienda departamento 1d+1b a pasos metro la cisterna",290000,77000,La Cisterna,Arrienda departamento 1d+1b a pasos metro la cisterna,36,1,1
"Estación Central, Ecuador /Las Rejas",320000,45000,Estación Central,Ecuador /Las Rejas,43,2,2
"Providencia, Carlos antunez, p. De valdivia 1d 1b",630000,87000,Providencia,"Carlos antunez, p. De valdivia 1d 1b",46,1,1
"Ñuñoa, Zañartu",300000,70000,Ñuñoa,Zañartu,36,1,1
"Cerrillos, Martín de Solier",160000,60000,Cerrillos,Martín de Solier,32,1,1
"Estación Central, Conde del Maule",300000,56000,Estación Central,Conde del Maule,30,1,1
"Cerrillos, Martín de Solier",190000,60000,Cerrillos,Martín de Solier,32,1,1
"Cerrillos, Martín de Solier",190000,60000,Cerrillos,Martín de Solier,32,1,1
"Cerrillos, Martín de Solier",165000,60000,Cerrillos,Martín de Solier,32,1,1
"Cerrillos, Martín de Solier",160000,50000,Cerrillos,Martín de Solier,33,1,1
"Cerrillos, Martín de Solier",160000,50000,Cerrillos,Martín de Solier,33,1,1
"Santiago, Departamento 2D,1B (112127)",390000,120000,Santiago,"Departamento 2D,1B (112127)",47,2,1
"Santiago, ¡promoción! depto 1d 1b remodelado - cercano metro",320000,70000,Santiago,¡promoción! depto 1d 1b remodelado - cercano metro,53,1,1
"Santiago, A pasos de metro toesca",360000,86000,Santiago,A pasos de metro toesca,42,2,1
"Santiago, Metro matta",380000,100000,Santiago,Metro matta,55,2,1
"Santiago, Coquimbo / Vicuña Mackenna, Santiago",400000,110000,Santiago,"Coquimbo / Vicuña Mackenna, Santiago",50,3,1
"San Miguel, Depto mariposa piso 16 metro c del niño (112601)",460000,100000,San Miguel,Depto mariposa piso 16 metro c del niño (112601),52,2,2
"Puente Alto, Sanchez Fontecilla 3989",500000,80000,Puente Alto,Sanchez Fontecilla 3989,80,3,2
"La Florida, 2D1B1E1BX zona residencial de la florida (112061)",410000,120000,La Florida,2D1B1E1BX zona residencial de la florida (112061),42,2,1
"Macul, Sergio Viera de Melo 6400",360000,100000,Macul,Sergio Viera de Melo 6400,45,1,1
"Estación Central, Carlos pezoa veliz 0143",360000,100000,Estación Central,Carlos pezoa veliz 0143,55,2,2
"Santiago, Departamento en venta huerfanos 1880",550000,110000,Santiago,Departamento en venta huerfanos 1880,65,3,2
"Santiago, Arrienda departamento 1d+1b a pasos metro parque almagro",230000,65000,Santiago,Arrienda departamento 1d+1b a pasos metro parque almagro,30,1,1
"Santiago, Depto 2 dorm, 1 B, Hosp San Borja Metro Matta (112252)",370000,73000,Santiago,"Depto 2 dorm, 1 B, Hosp San Borja Metro Matta (112252)",41,2,1
"Santiago, Zenteno 1482",350000,55000,Santiago,Zenteno 1482,41,2,1
"Las Condes, Isidora Goyenechea Moderno Depto Arriendo (112162)",2299,550000,Las Condes,Isidora Goyenechea Moderno Depto Arriendo (112162),320,2,4
"San Ramón, Alpacatal con ramon barros luco",400000,5000,San Ramón,Alpacatal con ramon barros luco,64,3,1
"Santiago, Metro parque ohiggins - lord cochrane 1431",320000,55000,Santiago,Metro parque ohiggins - lord cochrane 1431,29,1,1
"Santiago, Depto., Lord Cochrane, cerca Metro La Moneda (89338)",300000,100000,Santiago,"Depto., Lord Cochrane, cerca Metro La Moneda (89338)",40,2,1
"Estación Central, Coronel souper 4060, estacion central",200000,70000,Estación Central,"Coronel souper 4060, estacion central",45,2,1
"Quinta Normal, Juan de barros 3885",300000,65000,Quinta Normal,Juan de barros 3885,50,3,1
"Santiago, Arriendo Dpto Estudio Arturo Prat Santiago (102206)",240000,70000,Santiago,Arriendo Dpto Estudio Arturo Prat Santiago (102206),20,1,1
"Estación Central, Francisco zelada n° 76",200000,66000,Estación Central,Francisco zelada n° 76,45,1,1
"Quinta Normal, Compañia 4464",300000,65000,Quinta Normal,Compañia 4464,56,3,1
"San Joaquín, Pintor Cicarelli",385000,70000,San Joaquín,Pintor Cicarelli,40,2,1
"Cerrillos, Martín de Solier",160000,50000,Cerrillos,Martín de Solier,33,1,1
"La Florida, Calle Nueva",500000,100000,La Florida,Calle Nueva,54,2,2
"La Florida, Garcia hurtado 7660 la florida",450000,81000,La Florida,Garcia hurtado 7660 la florida,47,2,1
"Ñuñoa, San Eugenio",450000,70000,Ñuñoa,San Eugenio,42,1,1
"Ñuñoa, San Eugenio",450000,70000,Ñuñoa,San Eugenio,42,1,1
"Macul, Condominio Parque Mackenna. Metro Camino Agricola. Macul",340000,90000,Macul,Condominio Parque Mackenna. Metro Camino Agricola. Macul,30,1,1
"Estación Central, Toro Mazotte",250000,120000,Estación Central,Toro Mazotte,32,1,1
"Santiago, Avenida Santa Rosa",290000,80000,Santiago,Avenida Santa Rosa,30,1,1
"Maipú, Avenida Los Pajaritos",320000,70000,Maipú,Avenida Los Pajaritos,64,3,2
"Santiago, Padre Miguel de Olivares",450000,100000,Santiago,Padre Miguel de Olivares,45,2,2
"Ñuñoa, San Eugenio",450000,70000,Ñuñoa,San Eugenio,42,1,1
"San Miguel, ¡promoción! dpto 3d 1b + estacionamiento + bod",380000,85000,San Miguel,¡promoción! dpto 3d 1b + estacionamiento + bod,45,3,1
"Santiago, Calle Libertad 2726, Santiago. Cercano a metro Union Latinoamericana",326000,95000,Santiago,"Calle Libertad 2726, Santiago. Cercano a metro Union Latinoamericana",36,1,1
"Santiago, Calle Libertad 2726, Santiago. Cercano a metro Union Latinoamericana",326000,95000,Santiago,"Calle Libertad 2726, Santiago. Cercano a metro Union Latinoamericana",36,1,1
"Macul, Cerca calle rodrigo de araya con avenida macul",600000,95000,Macul,Cerca calle rodrigo de araya con avenida macul,63,2,2
"Ñuñoa, Guillermo Mann",450000,70000,Ñuñoa,Guillermo Mann,38,1,1
"Independencia, Avenida Inglaterra",200000,60000,Independencia,Avenida Inglaterra,32,1,1
"San Miguel, Avenida Centenario",350000,50000,San Miguel,Avenida Centenario,38,1,1
"San Miguel, Entre metro ciudad del niño y departamental",530000,150000,San Miguel,Entre metro ciudad del niño y departamental,67,3,2
"Las Condes, Enrique foster - pdte riesco",2500,350000,Las Condes,Enrique foster - pdte riesco,268,3,3
"Santiago, Metro matta, santiago centro",370000,85000,Santiago,"Metro matta, santiago centro",78,2,1
"Ñuñoa, Zañartu",420000,85000,Ñuñoa,Zañartu,40,1,1
"Santiago, San diego/ e.Ramírez -  metro p.Almagro",330000,40000,Santiago,San diego/ e.Ramírez -  metro p.Almagro,30,1,1
"Santiago, Departamento 1D, 1B, Metro Quinta Normal (42847)",300000,65000,Santiago,"Departamento 1D, 1B, Metro Quinta Normal (42847)",30,1,1
"La Florida, Lía Aguirre",530000,80000,La Florida,Lía Aguirre,58,2,2
"La Cisterna, José ureta",320000,70000,La Cisterna,José ureta,30,1,1
"La Florida, Amplio Departamento/Walker Martínez 1100 (102281)",580000,75000,La Florida,Amplio Departamento/Walker Martínez 1100 (102281),70,2,2
"San Miguel, Entre tercera y cuarta transversal",420000,100000,San Miguel,Entre tercera y cuarta transversal,60,2,2
"Estación Central, Departamento en arriendo de 3 dorm. En estación central",450000,60000,Estación Central,Departamento en arriendo de 3 dorm. En estación central,52,3,1
"San Joaquín, Avenida Vicuña Mackenna 2289",370000,40000,San Joaquín,Avenida Vicuña Mackenna 2289,36,1,1
"San Miguel, Departamento 2D+1B+ 1E, San Miguel (111424)",450000,70000,San Miguel,"Departamento 2D+1B+ 1E, San Miguel (111424)",46,2,1
"Independencia, Moderno y acogedor departamento mariposa. (111273)",440000,125000,Independencia,Moderno y acogedor departamento mariposa. (111273),52,2,2
"Independencia, Independencia stgo.",330000,40000,Independencia,Independencia stgo.,42,2,1
"Ñuñoa, avenida echeñique 4016",500000,125000,Ñuñoa,avenida echeñique 4016,38,1,1
"Santiago, cerca club hipico (98341)",600000,100000,Santiago,cerca club hipico (98341),58,2,2
"Santiago, Departamento metro Bellas Artes, Equipado (111246)",370000,70000,Santiago,"Departamento metro Bellas Artes, Equipado (111246)",30,1,1
"Santiago, Av balmaceda #2720, santiago",450000,125000,Santiago,"Av balmaceda #2720, santiago",57,2,2
"Recoleta, Recoleta - Cementerios - Avda Mexico",430000,90000,Recoleta,Recoleta - Cementerios - Avda Mexico,70,3,2
"Recoleta, Recoleta - Cementerios - Avda Mexico",430000,90000,Recoleta,Recoleta - Cementerios - Avda Mexico,70,3,2
"Independencia, Plaza Chacabuco (56261)",270000,65000,Independencia,Plaza Chacabuco (56261),32,1,1
"Ñuñoa, Zañartu, Ñuñoa",580000,140000,Ñuñoa,"Zañartu, Ñuñoa",65,2,2
"Independencia, Pablo urzua entre adolfo ossa y francisco hinojosa",270000,80000,Independencia,Pablo urzua entre adolfo ossa y francisco hinojosa,41,1,1
"Independencia, Pablo urzua",240000,80000,Independencia,Pablo urzua,31,1,1
"La Cisterna, Gran avenida",590000,120000,La Cisterna,Gran avenida,75,3,2
"Ñuñoa, Julio prado n° 1855",650000,150000,Ñuñoa,Julio prado n° 1855,55,2,2
"Quinta Normal, Patria nueva 716, quinta normal",450000,85000,Quinta Normal,"Patria nueva 716, quinta normal",59,2,1
"Las Condes, Se arrienda departamento remodelado (111096)",1100,160000,Las Condes,Se arrienda departamento remodelado (111096),100,2,2
"Ñuñoa, Juan Francisco González - Simón Bolívar",1590,300000,Ñuñoa,Juan Francisco González - Simón Bolívar,195,3,3
"Quinta Normal, Luminoso departamento 2h-1b-terraza.  (111108)",300000,65000,Quinta Normal,Luminoso departamento 2h-1b-terraza.  (111108),43,2,1
"Estación Central, Placilla",262500,90000,Estación Central,Placilla,40,2,1
"Estación Central, Abtao",260000,50000,Estación Central,Abtao,31,1,1
"La Cisterna, Avenida María",420000,140000,La Cisterna,Avenida María,50,2,1
"Santiago, San Diego con Cóndor",450000,170000,Santiago,San Diego con Cóndor,65,2,2
"Santiago, Maturana 750, santiago",300000,60000,Santiago,"Maturana 750, santiago",30,1,1
"La Florida, Santa amalia 3544",480000,60000,La Florida,Santa amalia 3544,58,3,2
"Ñuñoa, Dublé Almeyda / P. de Valdivia",550000,80000,Ñuñoa,Dublé Almeyda / P. de Valdivia,45,1,2
"Santiago, Lira con Santa Isabel",400000,100000,Santiago,Lira con Santa Isabel,48,2,1
"Santiago, Depto frente al GAM (110821)",980000,140000,Santiago,Depto frente al GAM (110821),122,4,2
"Maipú, Departamento en Arriendo (110897)",580000,90000,Maipú,Departamento en Arriendo (110897),74,2,1
"La Florida, Metro Vicente Valdés",380000,60000,La Florida,Metro Vicente Valdés,51,2,1
"Santiago, Portugal - Coquimbo",430000,110000,Santiago,Portugal - Coquimbo,65,2,2
"Quinta Normal, Matucana",500000,130000,Quinta Normal,Matucana,50,3,1
"La Cisterna, Avenida María",340000,90000,La Cisterna,Avenida María,58,2,1
"Estación Central, Avenida María Rozas Velásquez",250000,90000,Estación Central,Avenida María Rozas Velásquez,45,1,1
"San Joaquín, Diagonal Santa Elena",350000,60000,San Joaquín,Diagonal Santa Elena,32,1,1
"Recoleta, Metro cementerios",280000,55000,Recoleta,Metro cementerios,33,1,1
"La Florida, V. Mackenna / barcelona",300000,80000,La Florida,V. Mackenna / barcelona,49,2,1
"La Florida, La concepción- walker martinez",645000,110000,La Florida,La concepción- walker martinez,67,2,2
"Independencia, Hipódromo Chile",480000,110000,Independencia,Hipódromo Chile,65,2,2
"Ñuñoa, Guillermo Mann",450000,85000,Ñuñoa,Guillermo Mann,36,1,1
"Santiago, Metro Moneda arriendo depto 1 dormitorio (110239)",280000,75000,Santiago,Metro Moneda arriendo depto 1 dormitorio (110239),29,1,1
"La Florida, Froilan Roa con Mirador Azul",360000,65000,La Florida,Froilan Roa con Mirador Azul,29,1,1
"Santiago, Se arrienda dpto remodelado 1D1B  (110292)",280000,55000,Santiago,Se arrienda dpto remodelado 1D1B  (110292),38,1,1
"Santiago, Santa victoria & lira",550000,130000,Santiago,Santa victoria & lira,70,3,2
"San Miguel, Avenida Santa Rosa",320000,70000,San Miguel,Avenida Santa Rosa,48,2,1
"La Cisterna, Depto full amoblado, metro Lo Ovalle (110092)",340000,45000,La Cisterna,"Depto full amoblado, metro Lo Ovalle (110092)",27,1,1
"La Cisterna, Lindo Depto en Carvajal  (110158)",430000,100000,La Cisterna,Lindo Depto en Carvajal  (110158),55,2,2
"La Cisterna, Nuevo Depto en La Cisterna (110154)",420000,100000,La Cisterna,Nuevo Depto en La Cisterna (110154),55,2,2
"Santiago, Manuel Rodriguez Sur 772",250000,100000,Santiago,Manuel Rodriguez Sur 772,35,1,1
"Santiago, Mapocho 2502",390000,100000,Santiago,Mapocho 2502,58,2,2
"La Florida, Vicuña mackenna poniente 6436 metro mirador",310000,56000,La Florida,Vicuña mackenna poniente 6436 metro mirador,33,1,1
"Santiago, Metro cumming - san pablo y rosas",290000,60000,Santiago,Metro cumming - san pablo y rosas,35,1,1
"Independencia, Bezanilla",280000,85000,Independencia,Bezanilla,40,2,1
"Santiago, Club hipico con toesca",270000,75000,Santiago,Club hipico con toesca,30,1,1
"Quinta Normal, Departamento arriendo carrascal",440000,34000,Quinta Normal,Departamento arriendo carrascal,50,3,1
"Ñuñoa, Zañartu /Til Til",430000,80000,Ñuñoa,Zañartu /Til Til,43,2,1
"Santiago, Nataniel cox / parque ohiggins",300000,80000,Santiago,Nataniel cox / parque ohiggins,30,1,1
"San Bernardo, Depto 3d-2b, incluye estac. Más ggcc, almirante riveros",550000,52000,San Bernardo,"Depto 3d-2b, incluye estac. Más ggcc, almirante riveros",65,3,2
"Estación Central, Las rejas / titan",380000,85000,Estación Central,Las rejas / titan,54,3,1
"Estación Central, Metro Alberto Hurtado",230000,40000,Estación Central,Metro Alberto Hurtado,25,1,1
"Estación Central, Metro Alberto Hurtado",390000,70000,Estación Central,Metro Alberto Hurtado,52,2,2
"Santiago, Parque Almagro",304065,69541,Santiago,Parque Almagro,35,1,1
"Santiago, Parque Almagro",365400,106801,Santiago,Parque Almagro,50,2,1
"Santiago, Parque Almagro",412815,104641,Santiago,Parque Almagro,52,2,2
"Santiago, Tocornal",323510,67576,Santiago,Tocornal,36,1,1
"Quinta Normal, Metro Gruta de Lourdes",292990,61000,Quinta Normal,Metro Gruta de Lourdes,40,1,1
"Quinta Normal, Metro Gruta de Lourdes",283990,58500,Quinta Normal,Metro Gruta de Lourdes,37,1,1
"Quinta Normal, Metro Gruta de Lourdes",356990,73406,Quinta Normal,Metro Gruta de Lourdes,42,1,1
"Quinta Normal, Metro Gruta de Lourdes",347990,70075,Quinta Normal,Metro Gruta de Lourdes,48,2,1
"Quinta Normal, Metro Gruta de Lourdes",379990,75424,Quinta Normal,Metro Gruta de Lourdes,54,2,2
"Quinta Normal, Av. Matucana 700",350000,100000,Quinta Normal,Av. Matucana 700,54,3,1
"La Cisterna, Arriendo departamento 2d+1b condominio",230000,55000,La Cisterna,Arriendo departamento 2d+1b condominio,46,2,1
"Ñuñoa, Avenida Vicuña Mackenna",330000,65000,Ñuñoa,Avenida Vicuña Mackenna,40,1,1
"La Florida, Metro mirador",490000,70000,La Florida,Metro mirador,60,2,2
"Estación Central, Metro San Alberto Hurtado, Gral. Velázquez",330000,100000,Estación Central,"Metro San Alberto Hurtado, Gral. Velázquez",51,2,2
"Independencia, Gamero",440000,120000,Independencia,Gamero,52,3,1
