Nombre,Precio,Gastos_Comunes,Ubicacion,Metros,Habitaciones,Baños
"Estación Central, Avenida María Rozas Velásquez",$ 405.000,$ 85.000,"Estación Central, Avenida María Rozas Velásquez",50 m²,2,2
"Ñuñoa, Zañartu",$ 375.000,$ 60.000,"Ñuñoa, Zañartu",36 m²,1,1
"Recoleta, Antonia López de Bello",$ 350.000,$ 35.000,"Recoleta, Antonia López de Bello",46 m²,1,1
"La Florida, Lía Aguirre",$ 360.000,$ 45.000,"La Florida, Lía Aguirre",35 m²,1,1
"San Miguel, San Nicolás",$ 300.000,$ 65.000,"San Miguel, San Nicolás",32 m²,1,1
"Estación Central, Conde del Maule",$ 290.000,$ 65.000,"Estación Central, Conde del Maule",38 m²,2,1
"Maipú, Avenida Los Pajaritos",$ 354.000,$ 80.000,"Maipú, Avenida Los Pajaritos",66 m²,3,2
"Vitacura, Av club de campo 125","UF 21,00",$ 100.000,"Vitacura, Av club de campo 125",52 m²,1,1
"Huechuraba, Ciudad empresarial",$ 820.000,$ 140.000,"Huechuraba, Ciudad empresarial",82 m²,2,2
"Santiago, los alerces 2616, ñuñoa",$ 370.000,$ 80.000,"Santiago, los alerces 2616, ñuñoa",35 m²,2,1
"San Ramón, Alvarez de Toledo // Chiloé",$ 480.000,$ 100.000,"San Ramón, Alvarez de Toledo // Chiloé",60 m²,2,1
"Recoleta, Av peru 1268",$ 380.000,$ 60.000,"Recoleta, Av peru 1268",34 m²,1,1
"Santiago, Avenida Presidente Balmaceda 2610",$ 260.000,$ 42.000,"Santiago, Avenida Presidente Balmaceda 2610",25 m²,1,1
"Santiago, Abate Molina / Barrio Universitario","UF 7,00",$ 50.000,"Santiago, Abate Molina / Barrio Universitario",33 m²,1,1
"Santiago, Parque Forestal",$ 480.000,$ 100.000,"Santiago, Parque Forestal",58 m²,2,2
"Providencia, Arriendo Luminoso departamento en Ricardo Lyon/ barrio Pocuro, Providencia.",$ 800.000,$ 110.000,"Providencia, Arriendo Luminoso departamento en Ricardo Lyon/ barrio Pocuro, Providencia.",47 m²,2,2
"Santiago, Tocornal / Marín",$ 450.000,$ 100.000,"Santiago, Tocornal / Marín",42 m²,2,1
"Macul, Escuela agricola",$ 340.000,$ 80.000,"Macul, Escuela agricola",35 m²,1,1
"Independencia, Colón 1377",$ 240.000,$ 53.000,"Independencia, Colón 1377",32 m²,1,1
"Santiago, Departamento de 2 dormitorios cercano Metro Matta.",$ 370.000,$ 70.000,"Santiago, Departamento de 2 dormitorios cercano Metro Matta.",50 m²,2,1
"Ñuñoa, Lincoyán 1001,Ñuñoa",$ 590.000,$ 115.000,"Ñuñoa, Lincoyán 1001,Ñuñoa","34,49 m²",1,1
"Santiago, Lord Cochrane 302",$ 340.000,$ 90.000,"Santiago, Lord Cochrane 302",33 m²,1,1
"Ñuñoa, José Domingo Cañas 2662","UF 20,50",$ 129.997,"Ñuñoa, José Domingo Cañas 2662",78 m²,2,2
"Providencia, Carlos Antúnez 2155",$ 1.000.000,$ 70.000,"Providencia, Carlos Antúnez 2155",100 m²,3,2
"Santiago, Huerfanos /Mac Iver",$ 330.000,$ 65.000,"Santiago, Huerfanos /Mac Iver",30 m²,1,1
"Santiago, Huerfanos /Mac Iver",$ 330.000,$ 65.000,"Santiago, Huerfanos /Mac Iver",30 m²,1,1
"La Florida, Colombia 7584",$ 400.000,$ 100.000,"La Florida, Colombia 7584",45 m²,1,1
"Vitacura, Ubicacion estrategica, depto 1 dormitorio  (125716)","UF 22,00",$ 150.000,"Vitacura, Ubicacion estrategica, depto 1 dormitorio  (125716)",40 m²,1,1
"Macul, Cmno agricola/macul (125619)",$ 360.000,$ 105.000,"Macul, Cmno agricola/macul (125619)",40 m²,1,1
"Ñuñoa, Eliecer Parada Simón Bolivar",$ 1.400.000,$ 180.000,"Ñuñoa, Eliecer Parada Simón Bolivar",100 m²,3,2
"Pudahuel, Condominio Valle Generoso - Viña del Valle con Estac.",$ 450.000,$ 60.000,"Pudahuel, Condominio Valle Generoso - Viña del Valle con Estac.",50 m²,3,1
"Santiago, Vive en el corazón histórico de santiago",$ 270.000,$ 40.000,"Santiago, Vive en el corazón histórico de santiago",20 m²,1,1
"Santiago, Lord Cochrane 1D+1B Bodega Sin Estacionamiento",$ 320.000,$ 45.000,"Santiago, Lord Cochrane 1D+1B Bodega Sin Estacionamiento",40 m²,1,1
"Ñuñoa, San Eugenio",$ 620.000,$ 120.000,"Ñuñoa, San Eugenio",52 m²,2,1
"San Miguel, 2 habi 2 baños  (125681)",$ 435.000,$ 85.000,"San Miguel, 2 habi 2 baños  (125681)",55 m²,2,2
"Las Condes, Mar del Sur, Colegio La Girouette","UF 34,19",$ 290.000,"Las Condes, Mar del Sur, Colegio La Girouette",140 m²,4,3
"Santiago, Arriendo depto 1d1b  con bodega metro almagro (125666)",$ 330.000,$ 60.000,"Santiago, Arriendo depto 1d1b  con bodega metro almagro (125666)",32 m²,1,1
"Santiago, Se arrienda departamento en santiago (125633)",$ 320.000,$ 60.000,"Santiago, Se arrienda departamento en santiago (125633)",33 m²,1,1
"Las Condes, Rotonda Atenas","UF 18,00",$ 180.000,"Las Condes, Rotonda Atenas",40 m²,1,1
"Santiago, Home studio Metro San Alberto Hurtado (125663)",$ 230.000,$ 40.000,"Santiago, Home studio Metro San Alberto Hurtado (125663)",25 m²,1,1
"San Miguel, Se arrienda departamento en san miguel – gran avenida a pasos del metro departamental",$ 430.000,$ 115.000,"San Miguel, Se arrienda departamento en san miguel – gran avenida a pasos del metro departamental",68 m²,3,2
"Macul, Arriendo depto nuevo sn comision de corretaje (125605)","UF 12.268,00",$ 120.000,"Macul, Arriendo depto nuevo sn comision de corretaje (125605)",52 m²,2,2
"Macul, Santa Cristina 3148",$ 430.000,$ 85.000,"Macul, Santa Cristina 3148",49 m²,2,1
"Macul, Santa Cristina 3148",$ 430.000,$ 85.000,"Macul, Santa Cristina 3148",49 m²,2,1
"Ñuñoa, Pedro torres / emilia téllez",$ 1.200.000,$ 190.000,"Ñuñoa, Pedro torres / emilia téllez",108 m²,2,2
"Vitacura, Paul Claudel / Kennedy","UF 37,50",$ 300.000,"Vitacura, Paul Claudel / Kennedy",159 m²,4,3
"Las Condes, Alicante",$ 1.400.000,$ 300.000,"Las Condes, Alicante",143 m²,2,3
"Estación Central, Depto 2D2B Mariposa - Metro Las Rejas (125685)",$ 370.000,$ 80.000,"Estación Central, Depto 2D2B Mariposa - Metro Las Rejas (125685)",51 m²,2,2
"Santiago, Huérfanos 1400",$ 400.000,$ 75.000,"Santiago, Huérfanos 1400",42 m²,1,1
"Providencia, Ricardo Lyon 1656",$ 750.000,$ 120.000,"Providencia, Ricardo Lyon 1656",56 m²,2,2
"Ñuñoa, Ñuñoa Metro Villa Frei - 3 Dormitorios en Arriendo",$ 1.000.000,$ 170.000,"Ñuñoa, Ñuñoa Metro Villa Frei - 3 Dormitorios en Arriendo",103 m²,4,3
"San Miguel, Alcalde Pedro Alarcon 1037",$ 650.000,$ 160.000,"San Miguel, Alcalde Pedro Alarcon 1037",69 m²,3,2
"Ñuñoa, Departamento amoblado todos los gastos incluidos-gc+cuentas",$ 1.500.000,$ 1.000,"Ñuñoa, Departamento amoblado todos los gastos incluidos-gc+cuentas",70 m²,2,1
"Estación Central, Arriedo Dpto 1 Dorm Las Rejas (125675)",$ 260.000,$ 36.000,"Estación Central, Arriedo Dpto 1 Dorm Las Rejas (125675)",30 m²,1,1
"Santiago, Dpto 2D-2B amplio y luminoso en Santiago (125664)",$ 380.000,$ 75.000,"Santiago, Dpto 2D-2B amplio y luminoso en Santiago (125664)",45 m²,2,2
"Santiago, Dpto 1D/1B con terraza en Santiago Centro (125659)",$ 300.000,$ 45.000,"Santiago, Dpto 1D/1B con terraza en Santiago Centro (125659)",34 m²,1,1
"Santiago, Home Studio moderno y luminoso en Santiago (125648)",$ 270.000,$ 35.000,"Santiago, Home Studio moderno y luminoso en Santiago (125648)",29 m²,1,1
"Santiago, Metro cummig Departamento en arriendo  (125623)",$ 350.000,$ 70.000,"Santiago, Metro cummig Departamento en arriendo  (125623)",28 m²,1,1
"Santiago, Lindo departamento en arriendo (125574)",$ 350.000,$ 70.000,"Santiago, Lindo departamento en arriendo (125574)",42 m²,2,1
"Santiago, Abate Molina / Barrio Universitario","UF 7,00",$ 50.000,"Santiago, Abate Molina / Barrio Universitario",33 m²,1,1
"Ñuñoa, Cercano a metro irarrázaval",$ 450.000,$ 60.000,"Ñuñoa, Cercano a metro irarrázaval",32 m²,1,1
"Ñuñoa, Cercana a metro plaza egaña",$ 420.000,$ 60.000,"Ñuñoa, Cercana a metro plaza egaña",30 m²,1,1
"San Joaquín, Rodrigo de araya",$ 350.000,$ 45.000,"San Joaquín, Rodrigo de araya",40 m²,1,1
"La Florida, Llanquihue 6290",$ 560.000,$ 85.000,"La Florida, Llanquihue 6290",68 m²,2,2
"San Miguel, Alcalde Pedro Alarcon, San Miguel. a pasos del Jumbo",$ 475.000,$ 117.000,"San Miguel, Alcalde Pedro Alarcon, San Miguel. a pasos del Jumbo",52 m²,2,2
"Santiago, Av. Manuel Rodríguez 83",$ 480.000,$ 100,"Santiago, Av. Manuel Rodríguez 83",70 m²,2,2
"Santiago, General González Balcarce 2041",$ 400.000,$ 80,"Santiago, General González Balcarce 2041","27,11 m²",1,1
"Ñuñoa, Departamento 1B-1B En Mujica",$ 420.000,$ 80.000,"Ñuñoa, Departamento 1B-1B En Mujica",36 m²,1,1
"Ñuñoa, metro irarrazabal",$ 498.000,$ 125.000,"Ñuñoa, metro irarrazabal",54 m²,2,1
"San Miguel, Varas mena",$ 650.000,$ 100.000,"San Miguel, Varas mena",82 m²,3,2
"La Florida, Froilán Roa",$ 350.000,$ 60.000,"La Florida, Froilán Roa",38 m²,1,1
"La Florida, Froilán Roa",$ 350.000,$ 60.000,"La Florida, Froilán Roa",38 m²,1,1
"Estación Central, Arriero Estay",$ 265.000,$ 50.000,"Estación Central, Arriero Estay",35 m²,1,1
"Santiago, Catedral",$ 280.000,$ 45.000,"Santiago, Catedral",25 m²,1,1
"Ñuñoa, Seminario",$ 450.000,$ 75.000,"Ñuñoa, Seminario",40 m²,1,1
"La Cisterna, Briones Luco",$ 390.000,$ 50.000,"La Cisterna, Briones Luco",40 m²,2,1
"La Florida, Avenida Vicuña Mackenna Poniente",$ 430.000,$ 60.000,"La Florida, Avenida Vicuña Mackenna Poniente",55 m²,2,2
"Macul, Avenida Quilín",$ 450.000,$ 120.000,"Macul, Avenida Quilín",45 m²,2,1
"Recoleta, Emiliano Zapata",$ 370.000,$ 65.000,"Recoleta, Emiliano Zapata",54 m²,2,1
"San Miguel, Avenida Salesianos",$ 380.000,$ 80.000,"San Miguel, Avenida Salesianos",39 m²,1,1
"Ñuñoa, Avenida General Bustamante",$ 700.000,$ 140.000,"Ñuñoa, Avenida General Bustamante",40 m²,2,1
"Santiago, oriente",$ 460.000,$ 82.000,"Santiago, oriente",70 m²,2,2
"Macul, Av. Macul 2470, Macul Santiago.",$ 690.000,$ 110.000,"Macul, Av. Macul 2470, Macul Santiago.",88 m²,3,2
"La Florida, Millaray",$ 520.000,$ 100.000,"La Florida, Millaray",62 m²,2,2
"Recoleta, Av Recoleta 1259, comuna de Recoleta",$ 500.000,$ 110.000,"Recoleta, Av Recoleta 1259, comuna de Recoleta",56 m²,2,2
"Independencia, Se arrienda dpto 1D1B Amoblado  (125397)",$ 350.000,$ 85.000,"Independencia, Se arrienda dpto 1D1B Amoblado  (125397)",36 m²,1,1
"Recoleta, Merto bellas artes",$ 339.000,$ 90.000,"Recoleta, Merto bellas artes",42 m²,1,1
"La Florida, Barcelona",$ 450.000,$ 160.000,"La Florida, Barcelona",52 m²,2,2
"Santiago, Calle exposición con antofagasta 3d y 1b",$ 420.000,$ 50.000,"Santiago, Calle exposición con antofagasta 3d y 1b",64 m²,3,1
"Santiago, Departamento funcional y cómodo en magnifico edificio a 2 cuadra del metro.",$ 300.000,$ 65.000,"Santiago, Departamento funcional y cómodo en magnifico edificio a 2 cuadra del metro.",36 m²,1,1
"Santiago, Metro Rondizzoni",$ 395.000,$ 60.000,"Santiago, Metro Rondizzoni",41.000 m²,2,1
"Estación Central, Federico Scotto 21",$ 305.000,$ 50.000,"Estación Central, Federico Scotto 21",41 m²,1,1
"Independencia, hipodromo 1673",$ 260.000,$ 50.000,"Independencia, hipodromo 1673",30 m²,1,1
"Ñuñoa, Arriendo Depto 2D/2B/E/B en Metro Irarrázaval (125459)",$ 680.000,$ 140.000,"Ñuñoa, Arriendo Depto 2D/2B/E/B en Metro Irarrázaval (125459)",57 m²,2,2
"Santiago, Arriendo Depto 2 Ambientes/Metro Santa Lucía (125399)",$ 355.000,$ 100.000,"Santiago, Arriendo Depto 2 Ambientes/Metro Santa Lucía (125399)",34 m²,1,1
"Estación Central, Arriendo Depto Estudio/Estación Central/Metro (125395)",$ 280.000,$ 45.000,"Estación Central, Arriendo Depto Estudio/Estación Central/Metro (125395)",21 m²,1,1
"Macul, Avenida Escuela Agrícola 1710, Macul, (125440)",$ 470.000,$ 170.000,"Macul, Avenida Escuela Agrícola 1710, Macul, (125440)",53 m²,2,2
"Las Condes, 2d+2b, 80 M2 Útiles + Estacionamiento Y Bodeg (125493)","UF 29,00",$ 200.000,"Las Condes, 2d+2b, 80 M2 Útiles + Estacionamiento Y Bodeg (125493)",75 m²,2,2
"Ñuñoa, Depto ubicado en el corazon de Ñuñoa (125400)",$ 650.000,$ 140.000,"Ñuñoa, Depto ubicado en el corazon de Ñuñoa (125400)",43 m²,2,1
"San Miguel, Pedro Alarcon 932, Jumbo San Miguel.",$ 440.000,$ 117.000,"San Miguel, Pedro Alarcon 932, Jumbo San Miguel.",45 m²,1,1
"San Miguel, Arriendo disponible  (125521)",$ 315.000,$ 55.000,"San Miguel, Arriendo disponible  (125521)",36 m²,1,1
"La Florida, Avenida tobalaba con Walker martinez",$ 550.000,$ 90.000,"La Florida, Avenida tobalaba con Walker martinez",60 m²,2,2
"Peñalolén, San Luis de Macul / a pasos del metro Macul",$ 550.000,$ 77.000,"Peñalolén, San Luis de Macul / a pasos del metro Macul",56 m²,2,2
"Macul, Av. Américo Vespucio 4451, Macul",$ 510.000,$ 120.000,"Macul, Av. Américo Vespucio 4451, Macul",60 m²,2,2
"Macul, Av. Américo Vespucio 4451, Macul",$ 450.000,$ 120.000,"Macul, Av. Américo Vespucio 4451, Macul",60 m²,2,2
"Santiago, Santa Isabel 199, Santiago",$ 320.000,$ 63.000,"Santiago, Santa Isabel 199, Santiago",25 m²,1,1
"Santiago, Arturo Prat, 1D1B, Metro Parque Almagro",$ 340.000,$ 55.000,"Santiago, Arturo Prat, 1D1B, Metro Parque Almagro",32 m²,1,1
"Santiago, Arturo Prat, 1D1B, Metro Parque Almagro",$ 300.000,$ 50.000,"Santiago, Arturo Prat, 1D1B, Metro Parque Almagro",32 m²,1,1
"Santiago, Listo para habitar, Diagonal Vicuña Mackenna 2004",$ 470.000,$ 115.000,"Santiago, Listo para habitar, Diagonal Vicuña Mackenna 2004",44 m²,2,2
"Recoleta, Santos Dumont / Av. Perú",$ 450.000,$ 80.000,"Recoleta, Santos Dumont / Av. Perú",50 m²,2,1
"Recoleta, Santos Dumont / Av. Perú",$ 450.000,$ 80.000,"Recoleta, Santos Dumont / Av. Perú",50 m²,2,1
"Santiago, Santo Domingo / Amunategui",$ 290.000,$ 60.000,"Santiago, Santo Domingo / Amunategui",29 m²,1,1
"Providencia, Suecia 440","UF 40,50",$ 120.000,"Providencia, Suecia 440","108,61 m²",2,2
"Lo Barnechea, Edificio Cumbres de La Dehesa","UF 50,00",$ 450.000,"Lo Barnechea, Edificio Cumbres de La Dehesa",165 m²,3,4
"Ñuñoa, Arriendo moderno, 3D2B, pasos plaza Ñuñoa (125427)","UF 29,00",$ 300.000,"Ñuñoa, Arriendo moderno, 3D2B, pasos plaza Ñuñoa (125427)",10.065 m²,3,2
"San Miguel, Buena locomoción colectiva (125426)",$ 320.000,$ 80.000,"San Miguel, Buena locomoción colectiva (125426)",43 m²,2,1
"Estación Central, Un ambiente para persona sola ó matrimonio (125417)",$ 200.000,$ 30,"Estación Central, Un ambiente para persona sola ó matrimonio (125417)",18 m²,1,1
"Las Condes, Mar del Sur 1150","UF 33,90",$ 189.000,"Las Condes, Mar del Sur 1150",124 m²,3,3
"Las Condes, Estiloso, colegios lincoln, hebreo, lider puente nuevo","UF 29,00",$ 200.000,"Las Condes, Estiloso, colegios lincoln, hebreo, lider puente nuevo",79 m²,2,2
"Las Condes, Moderno dúplex. Cantagallo. Mall sport. Lincoln. Hebreo","UF 29,00",$ 200.000,"Las Condes, Moderno dúplex. Cantagallo. Mall sport. Lincoln. Hebreo",75 m²,2,2
"Las Condes, Dúplex. Cantagallo. Mall sport. Av las condes. Depto 2 d","UF 29,00",$ 200.000,"Las Condes, Dúplex. Cantagallo. Mall sport. Av las condes. Depto 2 d",75 m²,2,2
"La Florida, Av. La Florida 10397",$ 475.000,$ 105.000,"La Florida, Av. La Florida 10397",53 m²,3,1
"Las Condes, Depto Familiar. 4D(1 servicio) 4B 2E 2B  (125504)",$ 1.650.000,$ 350.000,"Las Condes, Depto Familiar. 4D(1 servicio) 4B 2E 2B  (125504)",126 m²,4,4
"Santiago, 1D - 1B  Depto Amoblado, Metro Quinta Normal (125441)",$ 400.000,$ 65.000,"Santiago, 1D - 1B  Depto Amoblado, Metro Quinta Normal (125441)",35 m²,1,1
"La Florida, 50% Dscto 1mes 1D1BOpcion E B Metro Vic Mac y Macul La Florida",$ 290.000,$ 60.000,"La Florida, 50% Dscto 1mes 1D1BOpcion E B Metro Vic Mac y Macul La Florida",37 m²,1,1
"Santiago, Arriendo departamento 2 dormitorios (125407)",$ 370.000,$ 72.000,"Santiago, Arriendo departamento 2 dormitorios (125407)",43 m²,2,1
"Ñuñoa, Comodidad y conectividad en Ñuñoa (125467)",$ 340.000,$ 54.000,"Ñuñoa, Comodidad y conectividad en Ñuñoa (125467)",30 m²,1,1
"Las Condes, San Olav / Av. Manquehue Norte",$ 1.100.000,$ 230.000,"Las Condes, San Olav / Av. Manquehue Norte",87 m²,3,2
"Ñuñoa, Ñuñoa, Tobalaba",$ 820.000,$ 160.000,"Ñuñoa, Ñuñoa, Tobalaba",66 m²,2,2
"La Florida, Depto 2D, 2B, Estac y bodega, Metro (125471)",$ 470.000,$ 95.000,"La Florida, Depto 2D, 2B, Estac y bodega, Metro (125471)",43 m²,2,2
"San Miguel, 3 dor+2 baños+est+bod metro lo vial (125388)",$ 620.000,$ 120.000,"San Miguel, 3 dor+2 baños+est+bod metro lo vial (125388)",70 m²,3,2
"Las Condes, Gran ubicacion y conectividad (125383)",$ 680.000,$ 120.000,"Las Condes, Gran ubicacion y conectividad (125383)",40 m²,1,1
"La Florida, Vicuña mackenna 11508",$ 440.000,$ 100.000,"La Florida, Vicuña mackenna 11508",52 m²,2,2
"Ñuñoa, Luminoso Dpto 2D+1B, cercano metro ñuble (125506)",$ 460.000,$ 75.000,"Ñuñoa, Luminoso Dpto 2D+1B, cercano metro ñuble (125506)",42 m²,2,1
"Estación Central, Arriendo depto primer piso 2D, 2B, 1E (125087)",$ 490.000,$ 120.000,"Estación Central, Arriendo depto primer piso 2D, 2B, 1E (125087)",53 m²,2,2
"Macul, ñuñoa",$ 620.000,$ 120.000,"Macul, ñuñoa",0 m²,2,2
"Santiago, Departamento vista oriente despejada (125501)",$ 310.000,$ 80.000,"Santiago, Departamento vista oriente despejada (125501)",60 m²,2,1
"Ñuñoa, Arriendo Depto Ñuñoa 2D 2B 1E 1B mariposa  (125474)",$ 550.000,$ 140.000,"Ñuñoa, Arriendo Depto Ñuñoa 2D 2B 1E 1B mariposa  (125474)",63 m²,2,2
"Ñuñoa, Arriendo depto nuevo 1d 1est metro irarrazav (125463)",$ 420.000,$ 80.000,"Ñuñoa, Arriendo depto nuevo 1d 1est metro irarrazav (125463)",33 m²,1,1
"Ñuñoa, Arriendo Depto 2D 1B Portal Ñuñoa (125451)",$ 530.000,$ 80.000,"Ñuñoa, Arriendo Depto 2D 1B Portal Ñuñoa (125451)",50 m²,2,1
"Estación Central, Departamento a pocas cuadras de Metro Las Rejas",$ 350.000,$ 50.000,"Estación Central, Departamento a pocas cuadras de Metro Las Rejas",55 m²,2,1
"Santiago, Lord Cochrane",$ 340.000,$ 27.500,"Santiago, Lord Cochrane",31 m²,1,1
"Recoleta, Exquisito depto en recoleta (118340)",$ 450.000,$ 90.000,"Recoleta, Exquisito depto en recoleta (118340)",56 m²,2,2
"Ñuñoa, Román Díaz 2357",$ 500.000,$ 30.000,"Ñuñoa, Román Díaz 2357",50 m²,1,1
"La Cisterna, Colón",$ 400.000,$ 40.000,"La Cisterna, Colón",47 m²,3,1
"La Florida, Vicente valdes",$ 550.000,$ 90.000,"La Florida, Vicente valdes",80 m²,3,2
"Las Condes, Cerro colorado 6028, las condes",$ 2.200.000,$ 1,"Las Condes, Cerro colorado 6028, las condes",90 m²,2,2
"Santiago, Tucapel Jiménez 136",$ 320.000,$ 80.000,"Santiago, Tucapel Jiménez 136",34 m²,1,1
"Macul, Juan Mitjans 105 B",$ 350.000,$ 45.000,"Macul, Juan Mitjans 105 B",29 m²,1,1
"Independencia, Metro hospitales",$ 280.000,$ 45.000,"Independencia, Metro hospitales",30 m²,1,1
"Ñuñoa, Brown Norte",$ 850.000,$ 110.000,"Ñuñoa, Brown Norte",80 m²,2,2
"Santiago, Ubicación estrategica universitaria.  (118529)",$ 550.000,$ 90.000,"Santiago, Ubicación estrategica universitaria.  (118529)",43 m²,2,1
"Santiago, Arturo Prat 399",$ 310.000,$ 50.000,"Santiago, Arturo Prat 399",32 m²,1,1
"Santiago, Departamento 2 dormitorios estilo mariposa (69099)",$ 425.000,$ 110.000,"Santiago, Departamento 2 dormitorios estilo mariposa (69099)",52 m²,2,2
"Santiago, Avenida Santa Rosa",$ 410.000,$ 120.000,"Santiago, Avenida Santa Rosa",56 m²,2,2
"San Miguel, Avenida Carlos Valdovinos",$ 390.000,$ 110.000,"San Miguel, Avenida Carlos Valdovinos",54 m²,2,1
"Macul, Avenida Quilín",$ 440.000,$ 120.000,"Macul, Avenida Quilín",50 m²,2,1
"La Cisterna, Avenida Goycolea",$ 224.000,$ 50.000,"La Cisterna, Avenida Goycolea",40 m²,1,1
"Santiago, Paseo Phillips",$ 900.000,$ 100.000,"Santiago, Paseo Phillips",100 m²,2,2
"Estación Central, Pasaje Titán",$ 410.000,$ 63.000,"Estación Central, Pasaje Titán",57 m²,3,1
"Estación Central, Federico Scotto",$ 437.000,$ 70.000,"Estación Central, Federico Scotto",51 m²,2,1
"La Florida, Froilán Roa",$ 350.000,$ 60.000,"La Florida, Froilán Roa",38 m²,1,1
"Independencia, Pablo Urzúa",$ 280.000,$ 45.000,"Independencia, Pablo Urzúa",26 m²,1,1
"La Cisterna, Calle uno",$ 384.000,$ 92.000,"La Cisterna, Calle uno",50 m²,3,1
"La Florida, Inés de Suárez",$ 420.000,$ 60.000,"La Florida, Inés de Suárez",42 m²,1,1
"Santiago, Santa Elena",$ 430.000,$ 130.000,"Santiago, Santa Elena",45 m²,2,1
"La Florida, Avenida Vicuña Mackenna",$ 250.000,$ 100.000,"La Florida, Avenida Vicuña Mackenna",50 m²,2,1
"La Florida, Avenida Vicuña Mackenna",$ 250.000,$ 100.000,"La Florida, Avenida Vicuña Mackenna",50 m²,2,1
"Peñalolén, luis cousiño",$ 880.000,$ 200.000,"Peñalolén, luis cousiño","92,1 m²",2,2
"La Florida, Calle Pudeto",$ 350.000,$ 45.000,"La Florida, Calle Pudeto",28 m²,1,1
"La Florida, Inés de Suárez",$ 500.000,$ 120.000,"La Florida, Inés de Suárez",56 m²,2,1
"Huechuraba, Avenida el Guanaco Norte",$ 670.000,$ 110.000,"Huechuraba, Avenida el Guanaco Norte",66 m²,2,2
"Cerrillos, Avenida Buzeta",$ 350.000,$ 50.000,"Cerrillos, Avenida Buzeta",36 m²,1,1
"Cerrillos, Avenida Buzeta",$ 350.000,$ 50.000,"Cerrillos, Avenida Buzeta",36 m²,1,1
"Estación Central, Santa Petronila",$ 300.000,$ 50.000,"Estación Central, Santa Petronila",34 m²,1,1
"Providencia, Suecia",$ 500.000,$ 120.000,"Providencia, Suecia",43 m²,1,1
"La Florida, Avenida Tobalaba",$ 450.000,$ 72.000,"La Florida, Avenida Tobalaba",50 m²,2,2
